band_name,fans,formed,origin,split,style
Gallhammer,25,2003,Japan,,"Black,Crust,Punk"
Germ,25,2003,Australia,2003,"Depressive black,Electronica,Shoegaze"
Glittertind,25,2001,Norway,,"Viking folk,Punk rock"
Irminsul,25,2005,Sweden,2005,Viking folk
Izegrim,25,1996,The Netherlands,,"Death,Melodic death,Thrash"
Lääz Rockit,25,1982,USA,1982,Bay area thrash
Make Them Suffer,25,2008,Australia,,Symphonic deathcore
Michael Schenker's Temple Of Rock,25,1979,Germany,1979,Hard rock
Moi Dix Mois,25,2002,Japan,,Symphonic gothic
Mustasch,25,1998,Sweden,1998,Heavy
Odroerir,25,1998,Germany,,Pagan folk
Pillorian,25,2016,USA,2016,Atmospheric black
Sanctity,25,2000,USA,2008,Melodic thrash
Saviour Machine,25,1989,USA,1989,Gothic
Sinamore,25,1998,Finland,,"Gothic,Gothic rock"
Sons Of Aeon,25,2009,Finland,2009,Melodic death
Steelheart,25,1990,USA,,"Glam,Gothic"
Stone,25,1985,Finland,1985,"Speed,Thrash"
The Howling Void,25,2007,USA,,"Funeral doom,Symphonic doom"
The Prophecy,25,2001,United Kingdom,2001,Death doom
Thronar,25,1998,The Netherlands,2009,"Atmospheric black,Folk"
Toundra,25,2007,Spain,2007,Instrumental post-metal
Tremonti,25,2011,USA,,Heavy
Visceral Bleeding,25,1999,Sweden,1999,Brutal death
Winter,25,1988,USA,,Death doom
Alarum,24,1992,Australia,1992,"Progressive,Fusion"
Barón Rojo,24,1980,Spain,,"Hard rock,Heavy"
Battle Of Mice,24,2005,USA,2005,Post-metal
Benedictum,24,2005,USA,,Heavy
Bison B.C.,24,2006,Canada,2006,Sludge
Black Country Communion,24,2009,USA,2013,"Hard rock,Blues rock"
Carnal Forge,24,1997,Sweden,1997,"Death,Thrash"
Cemetary,24,1989,Sweden,2005,"Death,Gothic"
Demon,24,1979,United Kingdom,1979,"New wave of british heavy,Hard rock,Heavy"
Diamond Plate,24,2004,USA,,Thrash
Disincarnate,24,1992,USA,1992,Death
End Of You,24,2003,Finland,,Suomi
Eulen,24,2009,Syria,2009,"Doom,Black"
Forsaken,24,1990,Malta,,"Doom,Heavy"
Galloglass,24,1999,Germany,1999,Power
Grave Miasma,24,2006,United Kingdom,,Death
Harmony,24,2000,Sweden,2000,Progressive power
Hatriot,24,2010,USA,,Thrash
Headspace,24,2006,United Kingdom,2006,"Progressive,Progressive rock"
Horseback,24,2006,USA,,"Ambient,Drone,Post-,Rock"
Hoth,24,2011,USA,2011,"Melodic black,Melodic death"
Hunter,24,1986,Poland,,"Thrash,Alternative"
Indian,24,2003,USA,2003,"Blackened sludge,Doom"
Living Sacrifice,24,1989,USA,,"Death,Metalcore,Thrash"
Naildown,24,2003,Finland,2003,Melodic death
One Man Army And The Undead Quartet,24,2004,Sweden,2012,"Death,Thrash"
Prototype,24,1994,USA,1994,Progressive
Regurgitate,24,1990,Sweden,,Goregrind
Sahg,24,2004,Norway,2004,Stoner
Severed Savior,24,1999,USA,,"Brutal death,Technical death"
Spheric Universe Experience,24,1999,France,1999,Progressive
Tokyo Blade,24,1982,United Kingdom,,"New wave of british heavy,Heavy"
Votum,24,2003,Poland,2003,"Heavy,Progressive"
Ade,23,2007,Italy,,Death
Anti,23,2004,Germany,2004,Depressive black
Arch/Matheos,23,2010,USA,,Progressive
Believer,23,1986,USA,1986,Technical thrash
Blaze Of Perdition,23,2004,Poland,,Black
Byfrost,23,2007,Norway,2007,"Black,Thrash"
Catacombs,23,2000,USA,,Funeral doom
Conan,23,2006,United Kingdom,2006,"Doom,Stoner"
Count Raven,23,1989,Sweden,,Doom
Cripper,23,2005,Germany,2005,Thrash
Darkest Era,23,2005,United Kingdom,,"Folk,Doom,Heavy"
Defiance,23,1985,USA,1985,Thrash
Demonica,23,2008,Denmark,,Thrash
Downfall Of Gaia,23,2008,Germany,2008,"Atmospheric sludge,Post-metal"
Fifth Angel,23,1983,USA,,Us power
Galar,23,2004,Norway,2004,"Viking black,Folk,Neofolk"
Helltrain,23,2002,Sweden,,"Death ',N',Roll"
Hypomanie,23,2007,The Netherlands,2007,"Shoegaze ,Black"
Inter Arma,23,2006,USA,,Blackened sludge
Iommi,23,2000,United Kingdom,2000,"Heavy,Hard rock"
Kipelov,23,1997,Russia,,Heavy
Mantic Ritual,23,2005,USA,2005,Thrash
Massacra,23,1986,France,1997,"Death,Groove thrash,Heavy,Thrash"
Mechanical Poet,23,2002,Russia,2002,Symphonic progressive
Mindplotter,23,2008,Ukraine,,Math
Misery Signals,23,2002,USA,2002,Metalcore
Nasheim,23,2001,Sweden,,Black
Nazxul,23,1993,Australia,1993,Black
Obscurity,23,1997,Germany,,"Pagan folk,Viking black"
Ramp,23,1989,Portugal,1989,"Heavy,Industrial thrash,Thrash"
Regarde Les Hommes Tomber,23,2011,France,,"Black,Post-metal,Sludge"
Runemagick,23,1990,Sweden,1990,"Death,Death doom"
Shrinebuilder,23,2008,USA,,"Doom,Sludge,Stoner"
Stormwitch,23,1979,Germany,1979,Heavy
Thanatos,23,1984,The Netherlands,,"Death,Thrash"
The Hourglass,23,2002,Syria,2002,Heavy
The Provenance,23,1995,Sweden,2008,"Experimental gothic,Progressive death,Doom"
The Rotted,23,1997,United Kingdom,1997,"Grindcore,Brutal death,Death,Punk"
Today Is The Day,23,1992,USA,,"Hardcore,Noise rock"
Vampiria,23,1997,Argentina,1997,Blackened gothic
Wormlust,23,2003,Iceland,,Black
Yyrkoon,23,1995,France,1995,Death
Zonata,23,1998,Sweden,2003,Power
Ørkenkjøtt,22,2005,Norway,2005,Extreme progressive
Acherontas,22,2007,Greece,,Black
Alabama Thunderpussy,22,1996,USA,1996,"Stoner,Heavy"
Antediluvian,22,2006,Canada,,Blackened death
Argus,22,2005,USA,2005,"Doom,Heavy"
Black Fast,22,2010,USA,,"Thrash,Progressive black"
Breakdown Of Sanity,22,2007,Switzerland,2007,"Metalcore,Deathcore"
Celeste,22,2005,France,,"Black,Sludge,Hardcore"
Chaos Moon,22,2004,USA,2004,Atmospheric black
Christ Agony,22,1990,Poland,,Black
Comatose Vigil,22,2003,Russia,2003,Funeral doom
Crimson Moonlight,22,1997,Sweden,,Black
De Profundis,22,2005,United Kingdom,2005,"Death doom,Extreme progressive,Technical death"
Demians,22,2007,France,,"Alternative rock,Progressive"
Descending,22,2007,Greece,2007,"Gothenburg,Metalcore"
Dreamscape,22,1986,Germany,,Progressive
For Today,22,2005,USA,2005,Metalcore
Frailty,22,2003,Latvia,,Death doom
Genghis Tron,22,2004,USA,2004,Cyber grindcore
Gernotshagen,22,1999,Germany,,"Pagan black,Folk"
Happy Days,22,2004,USA,2004,Depressive black
Hatchet,22,2006,USA,,Bay area thrash
How Like A Winter,22,1999,Italy,1999,Gothic doom
Liege Lord,22,1982,USA,,"Us power,Thrash"
Loudblast,22,1985,France,1985,"Death,Thrash"
Lychgate,22,2001,United Kingdom,,"Progressive black,Atmospheric black"
Mütiilation,22,1991,France,1991,Black
Magrudergrind,22,2002,USA,,Grindcore
Michael Kiske,22,1996,Germany,1996,Hard rock
Misanthrope,22,1988,France,,Melodic death
Nirvana 2002,22,1988,Sweden,1988,Death
Orphanage,22,1993,The Netherlands,2005,"Melodic death,Gothic"
Ovid's Withering,22,2010,USA,2010,"Blackened deathcore,Symphonic deathcore,Progressive deathcore"
Realm,22,1985,USA,1992,Progressive thrash
Repugnant,22,1998,Sweden,1998,"Death,Thrash"
Rob Rock,22,2000,USA,,Us power
RoutaSielu,22,2010,Finland,2010,Melodic death
Shadowside,22,2001,Brazil,,Power
Signum Regis,22,2007,Slovak Republic,2007,"Progressive,Power"
Sombres Forêts,22,2005,Canada,,Black
Sunpocrisy,22,2007,Italy,2007,"Progressive death,Atmospheric sludge,Post-metal"
Symphorce,22,1998,Germany,2011,Power
The Arcane Order,22,2000,Denmark,2000,"Melodic death,Thrash"
The Browning,22,2005,USA,,"Metalcore,Trancecore"
The Flight Of Sleipnir,22,2007,USA,2007,"Doom,Folk,Stoner"
Turbo,22,1980,Poland,,"Hard rock,Heavy,Thrash,Speed"
Until Death Overtakes Me,22,1999,Belgium,1999,"Funeral doom,Ambient"
Vinnie Moore,22,1986,USA,,"Hard rock,Neoclassical,Instrumental"
Viraemia,22,2008,USA,2008,"Brutal death,Technical death"
Voices,22,2011,United Kingdom,,Black
Wormphlegm,22,2000,Finland,2000,"Funeral doom,Drone"
Act Of Defiance,21,2014,USA,,"Heavy,Thrash"
Aes Dana,21,1994,France,1994,"Atmospheric black,Celtic black"
Aeveron,21,2002,Germany,,"Melodic death,Black"
Aluk Todolo,21,2004,France,2004,"Black,Krautrock"
Armory,21,2001,USA,,Power
Autumnia,21,2003,Ukraine,2003,"Melodic death,Doom"
Avrigus,21,1995,Australia,,"Gothic doom,Neoclassical darkwave"
Blazing Eternity,21,1993,Denmark,1993,Atmospheric doom
Catafalque,21,1997,Turkey,,Gothic
Chalice Of Doom,21,2010,Jordan,2010,"Melodic death,Doom"
Chthe'ilist,21,2010,Canada,,Death
Cruciamentum,21,2005,United Kingdom,2005,Death
Divinity,21,1999,Canada,,"Progressive death,Thrash"
Dol Ammad,21,2000,Greece,2000,Electronic symphonic
Dreamland,21,2003,Sweden,,"Heavy,Power"
Eisregen,21,1995,Germany,1995,Gothic black
Eyefear,21,1994,Australia,,"Progressive,Power"
Fear Of Domination,21,2006,Finland,2006,"Melodic death,Industrial"
First Fragment,21,2007,Canada,,Technical death
Frequency Of Butterfly Wings,21,2009,Iran,2009,"Melodic death,Doom"
Fuck The Facts,21,1999,Canada,,"Grindcore,Noise"
Grey Heaven Fall,21,2006,Russia,2006,"Black,Death"
Gruesome,21,2014,USA,,Death
Illogicist,21,1997,Italy,1997,Technical death
Insect Warfare,21,2004,USA,2008,Grindcore
Ion Dissonance,21,2002,Canada,2002,"Deathcore,Math,Metalcore"
Istapp,21,2005,Sweden,,Melodic black
Kriegsmaschine,21,2002,Poland,2002,Black
Mörk Gryning,21,1993,Sweden,2005,Black
Mar?olea,21,2008,Romania,2008,Pagan black
Nevid,21,2004,Russia,,Pagan folk
Nostradameus,21,1998,Sweden,1998,"Power,Thrash"
Phantasma (NED),21,2015,The Netherlands,,Symphonic
Psyopus,21,2002,USA,2002,"Metalcore,Technical grindcore"
Rise Of Avernus,21,2010,Australia,,"Progressive gothic,Progressive doom"
Sarke,21,2008,Norway,2008,"Black,Black 'n,Roll"
Serious Black,21,2013,Germany,,Power
Seth,21,1995,France,1995,Black
Supreme Majesty,21,1999,Sweden,,Power
Symphonity,21,1994,Czech Republic,1994,Symphonic power
The Wretched End,21,2008,Norway,,"Death,Thrash"
Unholy,21,1988,Finland,1988,Death doom
Valtari,21,2010,Australia,,Melodic death
Volumes,21,2009,USA,2009,"Math,Djent"
Árstíðir Lífsins,20,2008,Iceland,,"Black,Folk"
Advent Sorrow,20,2010,Australia,2010,"Symphonic black,Death"
Amogh Symphony,20,2003,India,,"Progressive death,Avantgarde"
Ancient Ascendant,20,2005,United Kingdom,2005,Death
Annotations Of An Autopsy,20,2006,United Kingdom,2013,"Deathcore,Brutal death"
Attacker,20,1983,USA,1983,Us power
Canaan,20,1996,Italy,,Doom
Carcariass,20,1991,France,1991,Technical death
Centinex,20,1990,Sweden,,Death
Ceremonial Oath,20,1988,Sweden,1988,"Melodic death,Gothenburg"
Circle Of Dead Children,20,1998,USA,2013,Grindcore
Convulse,20,1988,Finland,1988,"Death,Speed"
Crystalic,20,1998,Finland,,"Progressive,Melodic death"
Doom,20,1987,United Kingdom,1987,"Crust,Punk"
Enter Shikari,20,1999,United Kingdom,,"Metalcore,Trancecore"
Flourishing,20,2009,USA,2009,"Technical death,Grindcore,Sludge"
Forgotten Tales,20,1999,Canada,,Power
Garden Of Shadows,20,1995,USA,1995,Melodic death
Grayceon,20,2005,USA,,Progressive
Hackneyed,20,2006,Germany,2006,Death
I Killed The Prom Queen,20,2000,Australia,,Metalcore
Infinite Tales,20,2007,Ukraine,2007,Gothenburg
Insision,20,1997,Sweden,,Brutal death
iwrestledabearonce,20,2007,USA,2007,"Avantgarde metalcore,Avantgarde math"
Karlahan,20,2006,Spain,,"Melodic death,Symphonic death"
Karma To Burn,20,1994,USA,1994,Stoner
Krieg,20,1995,USA,,Black
Lamented Souls,20,1991,Norway,1991,Doom
Landmine Marathon,20,2004,USA,,Death
Malignancy,20,1992,USA,1992,Brutal death
Myrkskog,20,1993,Norway,,"Black,Brutal death"
Necros Christos,20,2001,Germany,2001,"Black,Death"
Netherbird,20,2004,Sweden,,Melodic black
7-Nov,20,2005,Switzerland,2005,"Symphonic,Heavy,Industrial"
Octavia Sperati,20,2000,Norway,,Gothic
Old Man Gloom,20,1999,USA,1999,"Post-metal,Sludge"
Pokolgép,20,1980,Hungary,,Heavy
Pressure Points,20,2004,Finland,2004,"Progressive,Death"
Profetus,20,2006,Finland,,Funeral doom
Psychonaut 4,20,2010,Georgia,2010,Depressive black
Raubtier,20,2008,Sweden,,Industrial
Ride The Sky,20,2006,Sweden,2006,Progressive power
Ripping Corpse,20,1987,USA,1993,"Death,Thrash"
Steve Harris,20,2012,United Kingdom,2012,Heavy
Sunrise,20,2003,Ukraine,,Power
Thank You Scientist,20,2009,USA,2009,Progressive rock
The Gates Of Slumber,20,1998,USA,2013,Doom
Vordven,20,1996,Finland,1996,Atmospheric black
Abyssic Hate,19,1993,Australia,,"Black,Depressive black"
Ador Dorath,19,1997,Czech Republic,1997,Gothic black
Agora,19,1995,Mexico,,Progressive
Alkerdeel,19,2005,Belgium,2005,"Black,Sludge"
Arion,19,2011,Finland,,"Symphonic,Power"
Arizmenda,19,2007,USA,2007,Psychedelic black
Arrayan Path,19,2011,"USA, Cyprus",,"Power,Heavy"
Ash Borer,19,2008,USA,2008,Black
Atargatis,19,1997,Germany,,Symphonic gothic
Battleroar,19,2000,Greece,2000,Heavy
Besatt,19,1991,Poland,,Black
Blood Tsunami,19,2004,Norway,2004,"Thrash,Death"
Bullet,19,2001,Sweden,,"Heavy,Hard rock"
Cirith Gorgor,19,1993,The Netherlands,1993,Black
Coprofago,19,1993,Chile,,"Technical thrash,Progressive thrash,Math"
Darksun,19,2002,Spain,2002,Symphonic power
Dawnbringer,19,1995,USA,,"Blackened heavy,Heavy"
Den Saakaldte,19,2006,Norway,2006,Black
Device,19,2012,USA,,"Alternative,Industrial"
Dezperadoz,19,1999,Germany,1999,Heavy
Empyrios,19,2001,Italy,,Progressive thrash
FEJD,19,2001,Sweden,2001,Folk
Filter,19,1993,USA,,"Industrial rock,Alternative rock"
Fortíð,19,2002,Iceland,2002,Black
Guardians Of Time,19,1997,Norway,,Power
Hangar,19,1997,Brazil,1997,Power
Heol Telwen,19,1999,France,,"Celtic black,Celtic folk"
Krypt,19,2006,Norway,2006,Black
Machine Men,19,1998,Finland,2011,Heavy
Marionette,19,2005,Sweden,2005,"Melodic death,Metalcore"
Meliah Rage,19,1987,USA,,"Power,Thrash"
Minas Morgul,19,1997,Germany,1997,Pagan black
Mystic Circle,19,1992,Germany,,Melodic black
Narjahanam,19,2004,Bahrain,2004,Death
Norma Jean,19,1997,USA,,Metalcore
Pryapisme,19,2000,France,2000,Avantgarde
Revenge,19,2000,Canada,,"Black,Death"
Scanner,19,1986,Germany,1986,Power
Seeds Of Iblis,19,2011,Iraq,,Black
Seraphim,19,2001,Taiwan,2001,Power
Sex Machineguns,19,1989,Japan,,"Power,Speed"
Skylark,19,1994,Italy,1994,Power
Striborg,19,1994,Australia,,Ambient black
Sun Caged,19,1999,The Netherlands,1999,Progressive
Sun Devoured Earth,19,2009,Latvia,,"Atmospheric black,Post-,Rock,Shoegaze"
Teramaze,19,1993,Australia,1993,Progressive
The Bishop Of Hexen,19,1994,Israel,,Symphonic black
The Blinded,19,2000,Sweden,2000,"Gothenburg,Melodic metalcore"
The Murder Of My Sweet,19,2007,Sweden,,Symphonic
Trist,19,2000,Germany,2000,Ambient black
Usurper,19,1993,USA,,"Black,Death,Thrash"
What Mad Universe,19,2008,France,2008,"Post-,Rock,Atmospheric sludge"
Öxxö Xööx,18,2005,France,,"Doom,Gothic"
Akelei,18,2006,The Netherlands,2006,Atmospheric doom
Alda,18,2007,USA,,"Atmospheric black,Neofolk"
Appearance Of Nothing,18,2004,Switzerland,2004,"Progressive,Symphonic power"
Arven,18,2006,Germany,2015,Melodic power
Battlesoul,18,2007,Canada,2007,"Folk,Thrash"
Beto Vázquez Infinity,18,2000,Argentina,,Symphonic
Betraying The Martyrs,18,2008,France,2008,"Progressive deathcore,Symphonic death"
Borgne,18,1998,Switzerland,,Atmospheric black
Bran Barr,18,1995,France,1995,Celtic folk
Cloudscape,18,2001,Sweden,,Progressive
Cryptic Slaughter,18,1984,USA,1984,Crossover thrash
Crystallion,18,2003,Germany,,Power
Dark Flood,18,1996,Finland,1996,Melodic death
Darkened Nocturn Slaughtercult,18,1997,Germany,,Black
Deathhammer,18,2005,Norway,2005,Thrash
Eden's Curse,18,2006,United Kingdom,,"Hard rock,Heavy"
Evil Masquerade,18,2003,Denmark,2003,"Power,Progressive"
Farshid Arabi,18,2003,Iran,,Heavy
Funeral Mourning,18,2005,Australia,2005,"Black,Funeral doom"
George Kollias,18,2008,Greece,,Death
Ghost Ship Octavius,18,2012,USA,2012,Progressive
Hands Of Despair,18,2008,Canada,,Progressive black
Hanoi Rocks,18,1979,Finland,1979,Glam rock
Holocaust,18,1977,United Kingdom,,"New wave of british heavy,Heavy,Progressive"
Inactive Messiah,18,2001,Greece,2001,"Industrial death,Melodic death"
Infernäl Mäjesty,18,1986,Canada,,Thrash
Khemmis,18,2012,USA,2012,Doom
Lonewolf,18,1992,France,,"Heavy,Power"
Mind's Eye,18,1992,Sweden,1992,Progressive
Mortad,18,2010,United Kingdom,,"Death,Thrash"
My Shameful,18,1999,Finland,1999,Death doom
My Sleeping Karma,18,2005,Germany,,"Psychedelic rock,Stoner rock"
Nazgul,18,1996,Italy,1996,"Black,Folk"
Nero Di Marte,18,2007,Italy,,"Extreme progressive,Progressive death,Alternative"
New Keepers Of The Water Towers,18,2009,Sweden,2009,"Doom,Stoner,Progressive rock"
Okera,18,2006,Australia,,"Melodic death,Doom"
Priestess,18,2003,Canada,2003,"Hard rock,Stoner rock"
Profane Omen,18,1999,Finland,,"Groove thrash,Alternative"
Red Harvest,18,1989,Norway,1989,"Thrash,Industrial"
Reflexion,18,1996,Finland,,Suomi
Resurrection,18,1990,USA,1990,Death
Semargl,18,1997,Ukraine,,"Melodic black,Blackened death,Industrial,Electronic"
Skitliv,18,2005,Norway,2005,"Black,Doom"
Son Of Aurelius,18,2009,USA,,"Technical death,Progressive"
Sworn,18,2005,Norway,2005,Melodic black
The Atlas Moth,18,2007,USA,,"Stoner,Sludge"
The Forsaken,18,1997,Sweden,1997,Melodic death
Ultra Vomit,18,1999,France,,"Grindcore,Hard rock,Heavy,Gothenburg"
Verjnuarmu,18,2001,Finland,2001,Melodic death
Vertigo Steps,18,2007,Portugal,,Progressive
Vomit The Soul,18,1999,Italy,1999,Brutal death
Wayfarer,18,2012,USA,,Atmospheric black
Wovenwar,18,2013,USA,2013,Alternative
Accu§er,17,1986,Germany,,Thrash
Almanac,17,2015,Germany,2015,Symphonic power
Anthem,17,1981,Japan,,Heavy
Apocynthion,17,2010,Spain,2010,"Black,Post-metal"
Brocas Helm,17,1982,USA,,Heavy
Burden Of Grief,17,1994,Germany,1994,Melodic death
Burning Point,17,1999,Finland,,Melodic power
Bury Tomorrow,17,2006,United Kingdom,2006,Melodic metalcore
Cadaver,17,1988,Norway,,Death
Cave In,17,1991,USA,1991,"Alternative rock,Hardcore"
Channel Zero,17,1990,Belgium,,Thrash
Chaos Ech?s,17,2011,France,2011,"Death,Doom"
Corpsessed,17,2007,Finland,,Death
Corpus Christii,17,1998,Portugal,1998,Black
Darkest Horizon,17,2010,Germany,,Melodic death
Dawn Of Ashes,17,2001,USA,2001,"Aggrotech,Melodic black,Industrial"
Deinonychus,17,1992,The Netherlands,,"Black,Doom"
Demiurg,17,2006,Sweden,2006,Death
Disbelief,17,1991,Germany,,"Death,Sludge"
Disfiguring The Goddess,17,2006,USA,2006,"Brutal death,Grindcore"
Dominici,17,2004,USA,,Progressive
Doomed,17,2011,Germany,2011,Death doom
Eldritch,17,1991,Italy,,"Power,Thrash"
Elexorien,17,2004,The Netherlands,2004,"Symphonic power,Black"
Enchant,17,1989,USA,,"Progressive,Progressive rock"
Enthring,17,2006,Finland,2006,"Melodic death,Symphonic"
Faanefjell,17,2009,Norway,,"Symphonic black,Folk"
Facebreaker,17,1999,Sweden,1999,"Death,Thrash"
Fragments Of Unbecoming,17,2000,Germany,,Melodic death
General Surgery,17,1988,Sweden,1988,Grindcore
Haemorrhage,17,1990,Spain,,Goregrind
Hearse,17,2001,Sweden,2001,Melodic death
Horn Of The Rhino,17,2005,Spain,2016,"Doom,Sludge"
Icewind,17,2001,Canada,2001,Power
Impetigo,17,1987,USA,1993,"Grindcore,Death"
Impiety,17,1990,Singapore,1990,"Death,Blackened thrash"
Inanimate Existence,17,2010,USA,,"Brutal death,Technical death"
Indesinence,17,2001,United Kingdom,2001,Death doom
Jambinai,17,2009,"Korea, South",,"Folk,Post-metal"
Kaledon,17,1998,Italy,1998,Power
Kill Devil Hill,17,2011,USA,,Heavy
Legenda Aurea,17,2005,Switzerland,2005,"Symphonic power,Symphonic progressive"
Leng Tch'e,17,2001,Belgium,,Grindcore
Lion's Share,17,1987,Sweden,1987,"Power,Thrash"
Loch Vostok,17,2001,Sweden,,"Extreme progressive,Melodic death"
Lost In Thought,17,2007,United Kingdom,2007,Progressive
Malefice,17,2003,United Kingdom,,Metalcore
Manigance,17,1995,France,1995,Heavy
Metal Allegiance,17,2014,USA,,"Heavy,Thrash"
Monumental Torment,17,2009,Russia,2009,Technical death
Moonlyght,17,1995,Canada,,Progressive
Mumakil,17,2004,Switzerland,2004,Grindcore
Mysticum,17,1992,Norway,,Industrial black
Necronomicon,17,1983,Germany,1983,Thrash
Nothingface,17,1994,USA,2009,"Nu,Alternative"
Primitive Man,17,2012,USA,2012,"Blackened sludge,Noise"
Rose Tattoo,17,1976,Australia,,"Heavy,Hard rock"
Ruins,17,2002,Australia,2002,Black
Saattue,17,2001,Finland,,"Melodic doom,Melodic death"
Satan's Host,17,1977,USA,1977,"Us power,Blackened death,Blackened heavy"
Seance,17,1990,Sweden,,Death
Souldrainer,17,1998,Sweden,1998,Melodic death
SSS,17,2005,United Kingdom,,Crossover thrash
The Obsessed,17,1976,USA,1976,Doom
Thy Disease,17,1999,Poland,,Industrial death
Tribuzy,17,2005,Brazil,2005,Power
Tystnaden,17,1998,Italy,,"Gothic,Gothenburg"
VON,17,1987,USA,1987,Black
Vorna,17,2008,Finland,,"Pagan folk,Melodic black"
Winterstorm,17,2009,Germany,2009,"Power,Folk"
Witch Mountain,17,1997,USA,,Doom
Zierler,17,2012,Denmark,2012,Progressive
A Storm Of Light,16,2007,USA,,Post-metal
Aeon Zen,16,2008,United Kingdom,2008,Progressive
Alogia,16,2000,Serbia,,"Power,Progressive"
Amon,16,1987,USA,1987,Death
Anonymus,16,1989,Canada,,Thrash
